uid,domainID,siteID,namedLocation,collectDate,sortDate,sampleID,sampleCode,mixedZooVialID,mixedZooVialCode,testProtocolVersion,subsampleType,zooVolumePerBottle,zooSubsampleVolume,notSubsampled,qcEnumerationDifference,qcTaxonomicDifference,laboratoryName,sortedBy,benchRemarks,dataQF,publicationDate,release
0f4e9d8e-77b6-43e1-9ff0-7966d61f9ec9,D03,BARC,BARC.AOS.littoral2,2016-02-19T17:00Z,,BARC.20160219.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,190,57,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 30,,20231227T013756Z,RELEASE-2024
7a0bee43-c140-4664-9148-7d4fe2732f48,D03,BARC,BARC.AOS.littoral2,2016-07-06T16:00Z,,BARC.20160706.SCHINDLERPATALAS.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,250,62.5,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 25,,20231227T012724Z,RELEASE-2024
2829691c-6fb6-4b47-9199-111e046915c7,D03,BARC,BARC.AOS.buoy.c0,2016-07-06T16:00Z,,BARC.20160706.TOWNET.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,,,N,13.3,23.7,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,Percent Subbed measured by weight not volume. subsamplePercent = 0.25,,20231227T012724Z,RELEASE-2024
629ff073-e8de-4a4b-b660-2d7fa0f96d95,D03,BARC,BARC.AOS.littoral1,2016-07-06T16:00Z,,BARC.20160706.SCHINDLERPATALAS.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,230,92,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 40,,20231227T012724Z,RELEASE-2024
485d6205-0b6e-4479-b171-df4453a1a219,D03,BARC,BARC.AOS.buoy.c0,2016-07-06T16:00Z,,BARC.20160706.TOWNET.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,390,1,N,13.3,23.7,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 0.25,,20231227T012724Z,RELEASE-2024
b6f8b7d1-28b2-4d6b-aebb-6dc297985a34,D03,BARC,BARC.AOS.littoral2,2016-11-01T16:00Z,,BARC.20161101.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,390,52.7,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 13.51,,20231227T021712Z,RELEASE-2024
b06ad6a0-a5ae-4ad1-b2e2-bfacf7682d8b,D03,BARC,BARC.AOS.littoral1,2016-11-01T16:00Z,,BARC.20161101.SCHINDLER.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,360,78,N,3.4,10.2,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 21.67,,20231227T021712Z,RELEASE-2024
e388ddfd-5e5b-40ab-9abb-50003af287b4,D03,BARC,BARC.AOS.buoy.c0,2016-11-01T16:00Z,,BARC.20161101.TOWNET.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,,,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,Percent Subbed measured by weight not volume. subsamplePercent = 0.22,,20231227T021712Z,RELEASE-2024
2879232b-cfd2-4459-8bf4-43664ea4f989,D03,BARC,BARC.AOS.littoral2,2016-11-01T16:00Z,,BARC.20161101.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,390,52.7,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,Percent Subbed measured by weight not volume. subsamplePercent = 13.51,,20231227T021712Z,RELEASE-2024
a5ab5409-ec62-4df0-b11f-344b6185fb7f,D03,BARC,BARC.AOS.buoy.c0,2016-11-01T16:00Z,,BARC.20161101.TOWNET.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,710,1.5,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 0.22,,20231227T021712Z,RELEASE-2024
ed44271e-8e8e-4d0b-a296-2786131641f7,D03,BARC,BARC.AOS.littoral1,2016-11-01T16:00Z,,BARC.20161101.SCHINDLER.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,360,78,N,3.4,10.2,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,Percent Subbed measured by weight not volume. subsamplePercent = 21.67,,20231227T021712Z,RELEASE-2024
d82d4435-ce42-431b-b4ac-9f92ffd12a44,D03,BARC,BARC.AOS.buoy.c0,2017-02-27T17:00Z,,BARC.20170207.TOWNET.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,360,8.3,N,,,EcoAnalysts Inc.,1BO6muxQWqs=,subsamplePercent = 2.3,,20231227T033242Z,RELEASE-2024
d597827c-1716-433f-b202-80868dbf019f,D03,BARC,BARC.AOS.littoral2,2017-02-27T17:00Z,,BARC.20170207.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,300,48.9,N,,,EcoAnalysts Inc.,1BO6muxQWqs=,subsamplePercent = 16.31,,20231227T033242Z,RELEASE-2024
b993fd4d-8d25-4bb6-bb98-42892cc11631,D03,BARC,BARC.AOS.littoral1,2017-02-27T17:00Z,,BARC.20170207.SCHINDLER.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,200,200,N,,,EcoAnalysts Inc.,1BO6muxQWqs=,subsamplePercent = 100,,20231227T033242Z,RELEASE-2024
08e9efc4-1f02-4cb3-9698-fa2e87932f9e,D03,BARC,BARC.AOS.littoral1,2017-06-28T12:16Z,,BARC.20170628.SCHINDLER.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,220,6,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T054916Z,RELEASE-2024
f6181ded-599d-41f4-9921-ab3885d1d3e9,D03,BARC,BARC.AOS.littoral2,2017-06-28T12:16Z,,BARC.20170628.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,430,4,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T054916Z,RELEASE-2024
3b401d12-5e84-4b07-b264-3c86ccf32dfa,D03,BARC,BARC.AOS.buoy.c0,2017-06-28T12:16Z,,BARC.20170628.TOWNET.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,500,0.5,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T054916Z,RELEASE-2024
feb5e516-9c0a-4701-b14c-57799232bd33,D03,BARC,BARC.AOS.buoy.c0,2017-10-31T16:07Z,,BARC.20171031.TOWNET.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,400,0.5,N,4.2,18.7,EcoAnalysts Inc.,1BO6muxQWqs=,,,20231227T042625Z,RELEASE-2024
e4a1ae52-586c-4772-9f9b-41fdb5f7b01c,D03,BARC,BARC.AOS.littoral2,2017-10-31T16:07Z,,BARC.20171031.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,500,4,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T042625Z,RELEASE-2024
51699332-776d-4f13-ac60-592fa1afa75e,D03,BARC,BARC.AOS.littoral1,2017-10-31T16:07Z,,BARC.20171031.SCHINDLER.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,450,5,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T042625Z,RELEASE-2024
07a7750f-da4c-4226-850c-992fe6db2c1b,D03,BARC,BARC.AOS.littoral2,2018-02-14T15:41Z,,BARC.20180214.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,430,4,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T203014Z,RELEASE-2024
ba6c7540-3b17-4166-be50-0a942faafccf,D03,BARC,BARC.AOS.littoral1,2018-02-14T15:41Z,,BARC.20180214.SCHINDLER.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,350,2,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T203014Z,RELEASE-2024
e3fe6a7e-6c10-43d5-912d-9c5f835af6e6,D03,BARC,BARC.AOS.buoy.c0,2018-02-14T15:41Z,,BARC.20180214.TOWNET.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,350,0.5,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T203014Z,RELEASE-2024
7c155ff5-fd1b-47b4-b17c-46a37a5e61c8,D03,BARC,BARC.AOS.littoral2,2018-07-09T12:56Z,,BARC.20180709.SCHINDLER.3,A00000003466,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,1000,3,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T182911Z,RELEASE-2024
c08cce7d-a1f0-4c47-9427-1c8cc3b4d34e,D03,BARC,BARC.AOS.littoral1,2018-07-09T12:56Z,,BARC.20180709.SCHINDLER.2,A00000003468,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,480,4,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T182911Z,RELEASE-2024
26a0df87-6b91-43af-a98f-7fbf0514706f,D03,BARC,BARC.AOS.buoy.c0,2018-07-09T12:56Z,,BARC.20180709.TOWNET.1,A00000003464,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,480,2,N,0,4.4,EcoAnalysts Inc.,1BO6muxQWqs=,,,20231228T182911Z,RELEASE-2024
8206b33a-2c1a-4df3-b8d0-b48121c22961,D03,BARC,BARC.AOS.littoral2,2018-10-30T14:45Z,,BARC.20181030.TOWNET.3,A00000036765,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,430,1,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T175045Z,RELEASE-2024
951bcc98-4f7a-4548-94c9-e674bbc91886,D03,BARC,BARC.AOS.littoral1,2018-10-30T14:45Z,,BARC.20181030.TOWNET.2,A00000036761,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,490,0.5,,7.5,14.5,EcoAnalysts Inc.,1BO6muxQWqs=,,,20231228T175045Z,RELEASE-2024
e3c0edbc-deef-438f-bdc5-f989d3315927,D03,BARC,BARC.AOS.buoy.c0,2018-10-30T14:45Z,,BARC.20181030.TOWNET.1,A00000036763,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,460,0.4,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T175045Z,RELEASE-2024
53bb10ce-15ac-4c9c-bec9-30cecb7de964,D03,BARC,BARC.AOS.littoral2,2019-02-15T15:02Z,,BARC.20190215.TOWNET.3,A00000037178,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,380,3.8,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T172523Z,RELEASE-2024
372002dc-1b26-489d-b27a-997b50e58994,D03,BARC,BARC.AOS.buoy.c0,2019-02-15T15:02Z,,BARC.20190215.TOWNET.1,A00000037205,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,530,3.8,,10.8,21.1,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T172523Z,RELEASE-2024
b99d3b8c-48a7-4518-9b63-8e88ab1d7159,D03,BARC,BARC.AOS.littoral1,2019-02-15T15:02Z,,BARC.20190215.TOWNET.2,A00000037203,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,430,9.8,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T172523Z,RELEASE-2024
88a0f1c1-deae-4f61-92d9-10d1e680d4c7,D03,BARC,BARC.AOS.littoral2,2019-07-09T15:57Z,,BARC.20190709.TOWNET.3,A00000037806,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,260,0.7,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T172327Z,RELEASE-2024
0c51d1f4-4f0b-4392-a168-e19fb8ff1641,D03,BARC,BARC.AOS.buoy.c0,2019-07-09T15:57Z,,BARC.20190709.TOWNET.1,A00000037804,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,300,1.9,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T172327Z,RELEASE-2024
90ffceb4-15e2-4ffb-87a4-175affcb88c5,D03,BARC,BARC.AOS.littoral1,2019-07-09T15:57Z,,BARC.20190709.TOWNET.2,A00000037805,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,270,3.4,,2.8,9.8,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T172327Z,RELEASE-2024
56456e3d-0218-4fd2-896b-f8617d4af261,D03,BARC,BARC.AOS.buoy.c0,2019-10-29T12:22Z,,BARC.20191029.TOWNET.1,A00000128899,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,400,5,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T191549Z,RELEASE-2024
08524340-fc34-457c-a9e0-2777f285aa6d,D03,BARC,BARC.AOS.littoral2,2019-10-29T12:22Z,,BARC.20191029.SCHINDLER.3,A00000075714,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,340,51,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T191549Z,RELEASE-2024
8afc7189-ea17-4088-bbe4-ed3ff1e09259,D03,BARC,BARC.AOS.littoral2,2019-10-29T12:22Z,,BARC.20191029.SCHINDLER.2,A00000128901,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,280,28,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T191549Z,RELEASE-2024
3c7c8115-f9cf-46e7-a8df-8c1c8f4ab186,D03,BARC,BARC.AOS.littoral1,2020-02-11T15:49Z,,BARC.20200211.SCHINDLER.2,A00000075517,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,530,151.4,,3.7,7.7,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T215135Z,RELEASE-2024
88bf6146-be74-453a-aa77-ad31b1cd7e7b,D03,BARC,BARC.AOS.littoral2,2020-02-11T15:49Z,,BARC.20200211.SCHINDLER.3,A00000075519,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,480,150,,10.6,23.6,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T215135Z,RELEASE-2024
ba7f60b3-4e42-42af-b750-14c7a4c4f0f7,D03,BARC,BARC.AOS.buoy.c1,2020-02-11T15:49Z,,BARC.20200211.TOWNET.1,A00000075521,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,500,3.1,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T215135Z,RELEASE-2024
80472133-601c-451f-8568-764b364a1c19,D03,BARC,BARC.AOS.littoral1,2020-07-06T14:55Z,,BARC.20200706.SCHINDLER.1,A00000131366,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,530,79.5,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T205121Z,RELEASE-2024
06fcfb37-fff4-43ce-a0bc-5153d89a2f76,D03,BARC,BARC.AOS.littoral2,2020-07-06T14:55Z,,BARC.20200706.SCHINDLER.2,A00000131368,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,500,45.5,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T205121Z,RELEASE-2024
44042213-c86d-44da-9477-26850a2a784e,D03,BARC,BARC.AOS.buoy.c0,2020-07-06T14:55Z,,BARC.20200706.TOWNET.3,A00000131369,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,530,1.3,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T205121Z,RELEASE-2024
ca78a2a3-314e-4619-ba96-88a9eedbeb81,D03,BARC,BARC.AOS.littoral2,2020-10-27T13:43Z,,BARC.20201027.SCHINDLER.3,A00000131694,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,300,30,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T223509Z,RELEASE-2024
f5ef7e24-6430-476c-bf91-481f276863b8,D03,BARC,BARC.AOS.buoy.c0,2020-10-27T13:43Z,,BARC.20201027.TOWNET.1,A00000131695,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,500,3.1,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T223509Z,RELEASE-2024
a2737747-4dc9-4ea1-980d-352322d45dbc,D03,BARC,BARC.AOS.littoral1,2020-10-27T13:43Z,,BARC.20201027.SCHINDLER.2,A00000131693,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,300,15,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T223509Z,RELEASE-2024
6ea706e1-28c3-4ba5-a85f-8c720e42225f,D03,BARC,BARC.AOS.buoy.c0,2021-02-10T14:06Z,,BARC.20210210.TOWNET.2,A00000132212,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,400,2.5,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T000113Z,RELEASE-2024
e758db4b-0169-4a1b-a356-205f763c2a46,D03,BARC,BARC.AOS.littoral1,2021-02-10T14:06Z,,BARC.20210210.SCHINDLER.1,A00000132211,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,350,70,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T000113Z,RELEASE-2024
6db8c3e0-2720-4d36-a347-5be6ed5a64a1,D03,BARC,BARC.AOS.littoral2,2021-02-10T14:06Z,,BARC.20210210.SCHINDLER.3,A00000132213,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,340,40,,3.4,7.7,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T000113Z,RELEASE-2024
a910b97f-3a87-4752-a59e-d4c1e868c87f,D03,BARC,BARC.AOS.littoral2,2021-07-13T14:56Z,,BARC.20210713.SCHINDLER.1,A00000132741,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,510,76.5,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T000008Z,RELEASE-2024
0bc15900-7242-4183-867a-36bdaacff97b,D03,BARC,BARC.AOS.buoy.c0,2021-07-13T14:56Z,,BARC.20210713.TOWNET.2,A00000132757,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,510,6.4,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T000008Z,RELEASE-2024
4ef590a9-58e0-469c-b821-ba5db8586088,D03,BARC,BARC.AOS.littoral1,2021-07-13T14:56Z,,BARC.20210713.SCHINDLER.3,A00000132742,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,550,110,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T000008Z,RELEASE-2024
0577c227-08eb-4674-be5a-289b22e8d9d9,D03,BARC,BARC.AOS.littoral1,2021-11-02T17:42Z,2022-08-08,BARC.20211102.SCHINDLER.2,A00000132952,BA22NEOZ04003,,RHITHRON_Zooplankton_Identification_Revision1,none,383,20,,,,"Rhithron Associates, Inc.",r5vmz44Jh7jy5GNKbYRIow==,,,20231228T002440Z,RELEASE-2024
3b214c03-1365-4d99-af3b-e9e61a8db49c,D03,BARC,BARC.AOS.buoy.c0,2021-11-02T17:42Z,2022-08-05,BARC.20211102.TOWNET.1,A00000132926,BA22NEOZ04001,,RHITHRON_Zooplankton_Identification_Revision1,none,530,40,,,,"Rhithron Associates, Inc.",r5vmz44Jh7jy5GNKbYRIow==,,,20231228T002440Z,RELEASE-2024
9e89427b-9acb-4abc-98a2-de07439f1efa,D03,BARC,BARC.AOS.littoral2,2021-11-02T17:42Z,2022-08-08,BARC.20211102.SCHINDLER.3,A00000132951,BA22NEOZ04002,,RHITHRON_Zooplankton_Identification_Revision1,none,285,25,,0,0,"Rhithron Associates, Inc.",r5vmz44Jh7jy5GNKbYRIow==,,,20231228T002440Z,RELEASE-2024
cc24ae85-b63e-4ced-a519-bb1f6a04dccd,D03,BARC,BARC.AOS.buoy.c0,2022-02-16T14:25Z,2022-08-10,BARC.20220216.TOWNET.1,A00000316702,BA22NEOZ05004,,RHITHRON_Zooplankton_Identification_Revision1,none,545,30,,,,"Rhithron Associates, Inc.",r5vmz44Jh7jy5GNKbYRIow==,,,20231229T044751Z,PROVISIONAL
a5aba14c-a50c-4491-8575-bb0ab37f0d36,D03,BARC,BARC.AOS.littoral2,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.3,A00000316701,BA22NEOZ05005,,RHITHRON_Zooplankton_Identification_Revision1,none,315,15,,,,"Rhithron Associates, Inc.",r5vmz44Jh7jy5GNKbYRIow==,,,20231229T044751Z,PROVISIONAL
